   3.47454E-01   1.47811E-05   9.68085E-06   1.02667E-05   6.89091E+52   1.27709E+50   1.48036E+51   4.64224E+06   4.64224E+06   4.64224E+06
   3.47652E-01   1.46830E-05   1.03717E-05   1.15349E-05   6.99583E+52   1.44664E+50   2.23821E+51   4.73814E+06   4.73814E+06   4.73814E+06
   3.48154E-01   1.50317E-05   1.15986E-05   1.44746E-05   9.36545E+52   1.74857E+50   4.98829E+51   5.03813E+06   5.03813E+06   5.03813E+06
   3.48405E-01   1.56897E-05   1.19924E-05   1.57249E-05   1.21575E+53   1.86343E+50   6.66069E+51   5.14237E+06   5.14237E+06   5.14237E+06
   3.48655E-01   1.65385E-05   1.22893E-05   1.68349E-05   1.61579E+53   1.98364E+50   8.34966E+51   5.24882E+06   5.24882E+06   5.24882E+06
   3.48906E-01   1.74091E-05   1.25441E-05   1.78011E-05   2.09932E+53   2.12894E+50   9.84833E+51   5.24882E+06   5.24882E+06   5.24882E+06
   3.49457E-01   1.89751E-05   1.31163E-05   1.93769E-05   3.16397E+53   2.63478E+50   1.21226E+52   5.46853E+06   5.46853E+06   5.46853E+06
   3.49708E-01   1.95004E-05   1.33972E-05   1.98664E-05   3.56552E+53   2.98115E+50   1.27877E+52   5.46853E+06   5.46853E+06   5.46853E+06
   3.49959E-01   1.99270E-05   1.36779E-05   2.02677E-05   3.89003E+53   3.40995E+50   1.32835E+52   5.58189E+06   5.58189E+06   5.58189E+06
   3.50210E-01   2.02733E-05   1.39527E-05   2.05730E-05   4.13351E+53   3.92972E+50   1.36631E+52   5.58189E+06   5.58189E+06   5.58189E+06
   3.50461E-01   2.05568E-05   1.42087E-05   2.08015E-05   4.31176E+53   4.52695E+50   1.39303E+52   5.69764E+06   5.69764E+06   5.69764E+06
   3.50712E-01   2.07897E-05   1.44525E-05   2.09635E-05   4.41223E+53   5.24162E+50   1.41269E+52   5.81585E+06   5.81585E+06   5.81585E+06
   3.50963E-01   2.09665E-05   1.46988E-05   2.10728E-05   4.44852E+53   6.10906E+50   1.42752E+52   5.81585E+06   5.81585E+06   5.81585E+06
   3.51214E-01   2.11124E-05   1.49652E-05   2.11349E-05   4.44259E+53   7.16450E+50   1.44059E+52   5.93657E+06   5.93657E+06   5.93657E+06
   3.51465E-01   2.12464E-05   1.52382E-05   2.11649E-05   4.40174E+53   8.45355E+50   1.45427E+52   6.05985E+06   6.05985E+06   6.05985E+06
   3.51716E-01   2.13392E-05   1.55231E-05   2.11865E-05   4.32323E+53   1.00412E+51   1.46812E+52   6.18575E+06   6.18575E+06   6.18575E+06
   3.51967E-01   2.14222E-05   1.58334E-05   2.12019E-05   4.23961E+53   1.19997E+51   1.48503E+52   6.31432E+06   6.31432E+06   6.31432E+06
   3.52217E-01   2.15121E-05   1.61480E-05   2.12054E-05   4.15470E+53   1.43421E+51   1.50546E+52   6.44562E+06   6.44562E+06   6.44562E+06
   3.52719E-01   2.16261E-05   1.67849E-05   2.12000E-05   3.96029E+53   2.04526E+51   1.55349E+52   6.57971E+06   6.57971E+06   6.57971E+06
   3.52970E-01   2.16742E-05   1.70855E-05   2.12020E-05   3.85953E+53   2.42200E+51   1.58035E+52   6.71666E+06   6.71666E+06   6.71666E+06
   3.53221E-01   2.16880E-05   1.73620E-05   2.12061E-05   3.76681E+53   2.84438E+51   1.60889E+52   6.85652E+06   6.85652E+06   6.85652E+06
   3.53473E-01   2.16991E-05   1.76050E-05   2.12210E-05   3.67346E+53   3.30007E+51   1.63923E+52   6.99935E+06   6.85652E+06   6.85686E+06
   3.53725E-01   2.16667E-05   1.78041E-05   2.12451E-05   3.57765E+53   3.78337E+51   1.67073E+52   6.99935E+06   6.99935E+06   6.99935E+06
   3.53976E-01   2.16286E-05   1.79684E-05   2.12774E-05   3.49294E+53   4.27957E+51   1.70113E+52   7.14522E+06   7.14522E+06   7.14522E+06
   3.54228E-01   2.15629E-05   1.80927E-05   2.13117E-05   3.39916E+53   4.77696E+51   1.73189E+52   7.14522E+06   7.14522E+06   7.14522E+06
   3.54480E-01   2.14778E-05   1.81724E-05   2.13479E-05   3.31362E+53   5.26149E+51   1.76210E+52   7.29420E+06   7.29420E+06   7.29420E+06
   3.54732E-01   2.13886E-05   1.82239E-05   2.13881E-05   3.22604E+53   5.74107E+51   1.79167E+52   7.29420E+06   7.29420E+06   7.29420E+06
   3.54985E-01   2.12632E-05   1.82527E-05   2.14258E-05   3.12234E+53   6.21345E+51   1.82030E+52   7.44635E+06   7.44635E+06   7.44635E+06
   3.55236E-01   2.11432E-05   1.82609E-05   2.14608E-05   3.03900E+53   6.67031E+51   1.84886E+52   7.44635E+06   7.44635E+06   7.44635E+06
   3.55487E-01   2.10197E-05   1.82490E-05   2.14955E-05   2.95351E+53   7.11402E+51   1.87769E+52   7.44635E+06   7.44635E+06   7.44635E+06
   3.55738E-01   2.08943E-05   1.82343E-05   2.15306E-05   2.86474E+53   7.57533E+51   1.90944E+52   7.60174E+06   7.44635E+06   7.47249E+06
   3.55989E-01   2.07155E-05   1.82042E-05   2.15643E-05   2.76525E+53   8.03511E+51   1.94312E+52   7.60174E+06   7.60174E+06   7.60174E+06
   3.56241E-01   2.06000E-05   1.81940E-05   2.16116E-05   2.69651E+53   8.53047E+51   1.98050E+52   7.60174E+06   7.60174E+06   7.60174E+06
   3.56492E-01   2.04753E-05   1.81706E-05   2.16532E-05   2.61868E+53   8.99163E+51   2.01743E+52   7.76044E+06   7.60174E+06   7.60334E+06
   3.56743E-01   2.03259E-05   1.81626E-05   2.17072E-05   2.55092E+53   9.50802E+51   2.06342E+52   7.76044E+06   7.76044E+06   7.76044E+06
   3.56994E-01   2.02521E-05   1.81743E-05   2.17680E-05   2.50202E+53   1.00568E+52   2.11105E+52   7.76044E+06   7.76044E+06   7.76044E+06
   3.57245E-01   2.01197E-05   1.81615E-05   2.18186E-05   2.41729E+53   1.05286E+52   2.15595E+52   7.76044E+06   7.76044E+06   7.76044E+06
   3.57496E-01   1.99636E-05   1.81519E-05   2.18779E-05   2.35700E+53   1.10208E+52   2.20722E+52   7.92252E+06   7.92252E+06   7.92252E+06
   3.57748E-01   1.99014E-05   1.81611E-05   2.19460E-05   2.32621E+53   1.15370E+52   2.25955E+52   7.92252E+06   7.92252E+06   7.92252E+06
   3.58002E-01   1.98483E-05   1.81582E-05   2.20010E-05   2.28161E+53   1.19908E+52   2.30708E+52   8.08805E+06   7.92252E+06   7.92292E+06
   3.58256E-01   1.97392E-05   1.81416E-05   2.20511E-05   2.22375E+53   1.24025E+52   2.35524E+52   8.08805E+06   8.08805E+06   8.08805E+06
   3.58765E-01   1.96017E-05   1.81440E-05   2.21539E-05   2.13946E+53   1.33197E+52   2.45450E+52   8.25712E+06   8.08805E+06   8.09078E+06
   3.59020E-01   1.94584E-05   1.81231E-05   2.21879E-05   2.07378E+53   1.37027E+52   2.50015E+52   8.25712E+06   8.25712E+06   8.25712E+06
   3.59274E-01   1.93847E-05   1.81244E-05   2.22305E-05   2.04501E+53   1.41407E+52   2.54823E+52   8.25712E+06   8.25712E+06   8.25712E+06
   3.59528E-01   1.93485E-05   1.81275E-05   2.22659E-05   2.01187E+53   1.45452E+52   2.58950E+52   8.42978E+06   8.42978E+06   8.42978E+06
   3.59783E-01   1.92376E-05   1.81292E-05   2.22988E-05   1.95945E+53   1.49590E+52   2.63242E+52   8.42978E+06   8.42978E+06   8.42978E+06
   3.60037E-01   1.91554E-05   1.81469E-05   2.23307E-05   1.92755E+53   1.54328E+52   2.67511E+52   8.42978E+06   8.42978E+06   8.42978E+06
   3.60292E-01   1.90648E-05   1.81502E-05   2.23408E-05   1.88063E+53   1.58433E+52   2.70588E+52   8.60613E+06   8.60613E+06   8.60613E+06
   3.60453E-01   1.89827E-05   1.81544E-05   2.23492E-05   1.84974E+53   1.61199E+52   2.72720E+52   8.60613E+06   8.60613E+06   8.60613E+06
   3.60960E-01   1.88167E-05   1.81845E-05   2.23621E-05   1.78212E+53   1.70314E+52   2.78787E+52   8.78624E+06   8.78624E+06   8.78624E+06
   3.61210E-01   1.86885E-05   1.81992E-05   2.23641E-05   1.73675E+53   1.74917E+52   2.81766E+52   8.78624E+06   8.78624E+06   8.78624E+06
   3.61465E-01   1.86050E-05   1.82299E-05   2.23732E-05   1.71036E+53   1.80122E+52   2.84809E+52   8.78624E+06   8.78624E+06   8.78624E+06
   3.61715E-01   1.85100E-05   1.82417E-05   2.23603E-05   1.67220E+53   1.84500E+52   2.86843E+52   8.97018E+06   8.78624E+06   8.91316E+06
   3.61968E-01   1.83699E-05   1.82638E-05   2.23592E-05   1.62783E+53   1.89368E+52   2.89465E+52   8.97018E+06   8.97018E+06   8.97018E+06
   3.62223E-01   1.82906E-05   1.82964E-05   2.23632E-05   1.60581E+53   1.94658E+52   2.92051E+52   8.97018E+06   8.97018E+06   8.97018E+06
   3.62478E-01   1.82206E-05   1.83090E-05   2.23498E-05   1.57903E+53   1.99189E+52   2.93970E+52   8.97018E+06   8.97018E+06   8.97018E+06
   3.62730E-01   1.80942E-05   1.83273E-05   2.23491E-05   1.53787E+53   2.04307E+52   2.96909E+52   8.97018E+06   8.97018E+06   8.97018E+06
   3.62985E-01   1.79880E-05   1.83619E-05   2.23554E-05   1.50972E+53   2.10205E+52   2.99977E+52   9.15805E+06   9.15805E+06   9.15805E+06
   3.63239E-01   1.79236E-05   1.83896E-05   2.23464E-05   1.48965E+53   2.15642E+52   3.02123E+52   9.15805E+06   9.15805E+06   9.15805E+06
   3.63490E-01   1.78203E-05   1.84086E-05   2.23397E-05   1.45532E+53   2.20714E+52   3.04405E+52   9.15805E+06   9.15805E+06   9.15805E+06
   3.63744E-01   1.76951E-05   1.84466E-05   2.23538E-05   1.42237E+53   2.26786E+52   3.07685E+52   9.15805E+06   9.15805E+06   9.15805E+06
   3.63996E-01   1.76406E-05   1.84930E-05   2.23644E-05   1.41304E+53   2.33170E+52   3.10555E+52   9.34993E+06   9.15805E+06   9.34516E+06
   3.64248E-01   1.76189E-05   1.85369E-05   2.23668E-05   1.40373E+53   2.39099E+52   3.12901E+52   9.34993E+06   9.34993E+06   9.34993E+06
   3.64498E-01   1.75459E-05   1.85546E-05   2.23622E-05   1.37640E+53   2.43866E+52   3.14966E+52   9.34993E+06   9.34993E+06   9.34993E+06
   3.64749E-01   1.74249E-05   1.85777E-05   2.23692E-05   1.34087E+53   2.49201E+52   3.17849E+52   9.34993E+06   9.34993E+06   9.34993E+06
   3.64999E-01   1.73519E-05   1.86192E-05   2.23901E-05   1.32561E+53   2.55120E+52   3.20924E+52   9.34993E+06   9.34993E+06   9.34993E+06
   3.65250E-01   1.73397E-05   1.86608E-05   2.24015E-05   1.32319E+53   2.60926E+52   3.23583E+52   9.54590E+06   9.54590E+06   9.54590E+06
   3.65500E-01   1.73089E-05   1.86854E-05   2.24018E-05   1.30892E+53   2.65667E+52   3.25665E+52   9.54590E+06   9.54590E+06   9.54590E+06
   3.65752E-01   1.72210E-05   1.86889E-05   2.23944E-05   1.28019E+53   2.69458E+52   3.27495E+52   9.54590E+06   9.54590E+06   9.54590E+06
   3.66003E-01   1.71290E-05   1.87149E-05   2.24121E-05   1.25475E+53   2.74373E+52   3.30594E+52   9.54590E+06   9.54590E+06   9.54590E+06
   3.66253E-01   1.70777E-05   1.87478E-05   2.24293E-05   1.24322E+53   2.79623E+52   3.33505E+52   9.74605E+06   9.54590E+06   9.74168E+06
